id,title,abstract,agent1-rater1,agent1-rater2,agent1-rater3,agent2-rater1,agent2-rater2,agent2-rater3,agent3-rater1,agent3-rater2,agent3-rater3,reviewer1,reviewer2,gold standard
#7206,Acupuncture for lumbar spinal stenosis: a systematic review and meta-analysis,"OBJECTIVES: Lumbar spinal stenosis (LSS) negatively affects patients' quality of life. No systematic review evaluating the effects and safety of acupuncture for this population is available. We aimed to evaluate evidence indicating the effectiveness and safety of acupuncture for LSS. METHODS: We searched five English-language databases (EMBASE, MEDLINE, CENTRAL, CINAHL, and AMED) and one Chinese database (CAJ) for randomised controlled trials (RCTs) and non-randomised controlled clinical trials (CCTs) of needle acupuncture for LSS. CCTs were analyzed only in terms of safety and intervention-related information. RESULTS: Six RCTs (n=582) and six CCTs, which were all from China and reported in Chinese, were included. High or uncertain risk of bias and clinical heterogeneity due to different acupuncture techniques were observed. All RCTs compared different combinations or techniques of acupuncture. None of the included studies mentioned safety issues. Acupuncture combined with other interventions and/or with additional stimulation increased the number of improved patients compared with acupuncture alone or relatively simpler stimulation (n=582; relative risk, 1.16; 95% confidence interval 1.08-1.25). Pain intensity, overall symptoms, and functional outcomes related to LSS and quality of life showed significantly favourable improvement in the treatment group compared with the control group, which lasted for up to 6 months post-treatment. CONCLUSIONS: We found no conclusive evidence of the effectiveness and safety of acupuncture for LSS because of high or uncertain risk of bias and the limited generalisability of the included studies. Future trials using rigorous methodology, appropriate comparisons and clinically relevant outcomes should be conducted.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7228,Bee Venom Acupuncture for Shoulder Pain: A Systematic Review and Meta-analysis of Randomized Controlled Trials,"OBJECTIVES: Our review aimed to summarize and evaluate evidence on the effectiveness of bee venom acupuncture (BVA) in the treatment of shoulder pain. METHODS: Randomized controlled trials (RCTs) evaluating the effectiveness of BVA on shoulder pain were searched up to October 2019 in 11 electronic databases (Medline, Embase, CENTRAL, CiNii, CNKI, VIP, Wanfang, Kmbase, NDSL, RISS, OASIS). The methodological quality of the included RCTs were evaluated using Cochrane Risk of Bias tool and a meta-analysis was performed. RESULTS: Seven studies were included in the review, and four studies were included in the meta-analysis. Comparing BVA plus conventional therapy (CT) with saline injection plus CT, it showed an effect in favor of BVA plus CT in visual analog scale (VAS) and pain rating scale (PRS) (p = 0.02, p = 0.009, respectively). Comparing BVA plus physiotherapy (PT) with saline injection plus PT, it showed that there was no significant difference in VAS and verbal rating scale (VRS) between the two groups. CONCLUSION: This systematic review and meta-analysis suggest that BVA could be beneficial as an adjuvant treatment for shoulder pain.",No,No,No,No,No,No,No,No,No,No,No,No
#7232,Are Nonpharmacologic Pain Interventions Effective at Reducing Pain in Adult Patients Visiting the Emergency Department? A Systematic Review and Meta-analysis,"OBJECTIVES: Pain is a common complaint in the emergency department (ED). Its management currently depends heavily on pharmacologic treatment, but evidence suggests that nonpharmacologic interventions may be beneficial. The purpose of this systematic review and meta-analysis was to assess whether nonpharmacologic interventions in the ED are effective in reducing pain. METHODS: We conducted a systematic review of the literature on all types of nonpharmacologic interventions in the ED with pain reduction as an outcome. We performed a qualitative summary of all studies meeting inclusion criteria and meta-analysis of randomized controlled studies measuring postintervention changes in pain. Interventions were divided by type into five categories for more focused subanalyses. RESULTS: Fifty-six studies met inclusion criteria for summary analysis. The most studied interventions were acupuncture (10 studies) and physical therapy (six studies). The type of pain most studied was musculoskeletal pain (34 studies). Most (42 studies) reported at least one improved outcome after intervention. Of these, 23 studies reported significantly reduced pain compared to control, 24 studies showed no difference, and nine studies had no control group. Meta-analysis included 22 qualifying randomized controlled trials and had a global standardized mean difference of -0.46 (95% confidence interval = -0.66 to -0.27) in favor of nonpharmacologic interventions for reducing pain. CONCLUSION: Nonpharmacologic interventions are often effective in reducing pain in the ED. However, most existing studies are small, warranting further investigation into their use for optimizing ED pain management.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7242,Acupuncture in Postdate Pregnancy Management,"OBJECTIVES: Pharmacological labor induction is obtained through prostaglandins application and/or oxytocin infusion; however, the use seems to be related to fetal and maternal side effects. Traditional Chinese Medicine advocates the use of acupuncture to soften the cervix and induce uterine contractions. at which presented for The primary outcome was the rate of women admitted for labour induction in case of prolonged pregnancy at 41 + 5 weeks, and the secondary outcome was the rate of induction planning for other indications. METHODS: After obtaining informed consent, 375 undelivered women after 40 + 2 gestational age were enrolled for the study: 112 women received acupuncture and 263, routine care. Acupuncture was applied every odd day starting from 40 + 2 weeks up to 41 + 4 weeks. Women allocated to the control group received standard care. At 41 + 5 weeks, a pharmacological induction was planned. RESULTS: The rate of labor induction significantly differed between acupuncture and observation groups (19.6% vs. 38%; p < 0.01); in particular, women receiving acupuncture showed a lower rate of induction, indicating prolonged pregnancy (5.3% vs. 10.1%; p < 0.01). As far as the pharmacological device is concerned, no differences were observed with regard to the prostaglandins use, whereas oxytocin infusion rate was lower in the acupuncture group than in the observation group. CONCLUSIONS: The present study suggested that acupuncture applied at term of pregnancy seems to be effective in reducing the rate of labor induction which is performed for prolonged pregnancy at 41 + 5 weeks. Moreover, acupuncture also seems to be able to reduce oxytocin use; such a ""saving"" effect could play a role in childhood, considering that a recent study underlined the adverse effect of oxytocin on birth outcomes.",Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
#7243,Pharmacopuncture for Cervicogenic Dizziness,"OBJECTIVES: Pharmacopuncture is a treatment that medicinal fluid including herbal extract is injected in body under qi/flavor theory and meridian theories. There are a number of studies investigating the efficacy of pharmacopuncture for cervicogenic dizziness but its usage differs in each study. This study aimed to review previous studies of pharmacopuncture treatment for cervicogenic dizziness to navigate the direction of improvement. METHODS: Literature review was conducted on studies aimed at pharmacopuncture for cervicogenic dizziness. The randomized controlled studies which assessed the efficacy of pharmacopuncture on cervicogenic dizziness were selected. The studies were searched in Pubmed, RISS, OASIS and CNKI. After selecting eligible studies, the authors read the articles and summarized the points those are necessary in pharmacopuncture treatment for cervicogenic dizziness. RESULTS: Twenty seven studies and 2,709 participants were included. The diverse solutions were used and the most popular were Salvia miltiorrhiza, Angelica gigas, a compound in Gastrodia elata, Panax notoginseng saponins. Some studies investigated the efficacy of conventional medical compounds (lidocaine, vitamin B, dexamethasone) injected in acupoints. Adopting acupoints and combining with body acupuncture have shown the tendency to enhance the cure rate. Pharmacopuncture could improve the efficacy of conventional treatment for cervicogenic dizziness. CONCLUSION: As the solution and injection method varies, principles of pharmacopuncture for dizziness should be investigated.",No,No,No,No,No,No,No,No,No,No,No,No
#7244,Research Trends of Pharmacopuncture: a bibliometric analysis using VOSviewer (2007-2023),"OBJECTIVES: Pharmacopuncture is considered a unique new type of acupuncture in Korean medicine (KM). This study was performed to investigate the research trends regarding pharmacopuncture through a bibliometric analysis using VOSviewer. METHODS: The Web of Science Core Collection was searched for this study. The search terms were pharmacopuncture and pharmaco-puncture. The search was conducted on May 23, 2023, and 185 studies retrieved up to this date were included. Software VOSviewer version 1.6.19 was used to perform the bibliometric analysis. After data clearing, keyword co-occurrence and cooperation pattern analyses were performed. RESULTS: The number of studies on pharmacopuncture have gradually increased since the mid-2000s, with the most published in 2020 (46 studies). The quality of the studies has also steadily increased, and recently, several randomized controlled trials of pharmacopuncture have been conducted. Moreover, this treatment has been investigated in the context of KM clinical practice guideline development in Korea. The scope of pharmacopuncture studies to date seems to be limited to musculoskeletal pain and bee venom pharmacopuncture. The researchers from Jaseng Medical Foundation have been the core researchers in the field of pharmacopuncture in Korea. They collaborated with researchers from universities or government-funded research institutes. However, small-scale research teams from KM clinics and university researchers were also identified as independent clusters. CONCLUSION: Pharmacopuncture research has grown both quantitatively and qualitatively, but the scope needs to be further expanded. There is also a gap between the use of pharmacopuncture by KM doctors in clinical settings and pharmacopuncture research. Based on these findings, some suggestions for future studies in this field are discussed. Furthermore, these findings may be used as data to expand and globalize pharmacopuncture research in the future.",No,No,No,No,No,No,No,No,No,No,No,No
#7254,Traditional needle acupuncture treatment for insomnia: a systematic review of randomized controlled trials,"OBJECTIVES: Previous reviews regarding traditional needle acupuncture (TNA) treatment for insomnia were limited to English scientific literature. A comprehensive review including Chinese and English literature has therefore been conducted to examine the efficacy of TNA for insomnia. METHODS: We performed systematic review of randomized controlled trials (RCTs) of TNA as intervention for insomnia against placebo, Western medication, and non-treated controls. The methodological quality of the studies was assessed by the modified Jadad score and the acupuncture procedure was appraised by the STRICTA criteria. RESULTS: Twenty RCTs were identified for detailed analysis. Majority of the RCTs concluded that TNA was significantly more effective than benzodiazepines for treating insomnia, with mean effective rates for acupuncture and benzodiazepines being 91% and 75%, respectively. In two more appropriately conducted trials, TNA appeared to be more efficacious in improving sleep than sleep hygiene counseling and sham acupuncture. Standardized and individualized acupuncture had similar effective rates. Despite these positive outcomes, there were methodological shortcomings in the studies reviewed, including imprecise diagnostic procedure, problems with randomization, blinding issues, and insufficient safety data. Hence, the superior efficacy of TNA over other treatments could not be ascertained. CONCLUSION: Since the majority of evidence regarding TNA for insomnia is based on studies with poor-quality research designs, the data, while somewhat promising, do not allow a clear conclusion on the benefits of TNA for insomnia. Moreover, the results support the need for large scale placebo-controlled double-blinded trials.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7269,Comparing the effects of different non-pharmacological traditional Chinese medicine therapies on cancer survivors: A Bayesian Network Meta-analysis,"OBJECTIVES: Several studies have demonstrated the positive impact of non-pharmacological Traditional Chinese Medicine (TCM) therapies on pain, fatigue, sleep quality, and quality of life in cancer survivors. However, no research has compared the effectiveness of these therapies. This study aims to compare various interventions and identify the most effective non-pharmacological TCM therapies to provide evidence-based recommendations for cancer survivors. METHODS: A systematic search was conducted in PubMed, Embase, Web of Science, CNKI, and Wanfang Data. RCTs investigating the effects of Taichi, Qigong, acupuncture, acupressure, TCM emotional therapy, and mixed therapies as interventions for cancer survivors were screened was conducted. Data from the creation of the database to February 2025 were included. Two independent reviewers evaluated the study quality. A Bayesian Network Meta-analysis was conducted to carry out a random effects model. RESULTS: Seventy-one RCTs involving 6473 patients were included in the analysis. Network meta-analysis showed significance for all five intervention therapies in pain control in cancer patients. The best efficacy was observed for acupressure (SMD=-1.1 [-1.55, -0.66]) and Taichi/Qigong (SMD=-1.08[-1.64, -0.53]), followed by TCM emotional therapy (SMD=-0.93 [-1.42, -0.44]) and acupuncture (SMD=-0.54 [-0.93, -0.15]), with the latter showing comparatively lower efficacy. None of the interventions demonstrated superior efficacy in improving fatigue compared to the control group. Mixed therapies (SMD=-1.36[-2.56, -0.28]) demonstrated the greatest effect in improving sleep quality. Taichi/Qigong (SMD=1.87 [0.96, 2.83]) demonstrated certain advantages in improving quality of life. However, acupuncture and TCM emotional therapy had no significant effect on sleep quality or overall quality of life. CONCLUSION: The evidence from this study suggests that acupressure and Taichi/Qigong are recommended as the most effective therapies for pain relief and quality of life improvement, respectively. The efficacy of these therapies for fatigue remains inconclusive. However, due to the limited number of included studies and the high risk of bias, these results should be interpreted with caution. Future studies should include more rigorously designed high-quality randomized controlled trials to confirm their long-term efficacy and safety. REGISTRATION: PROSPERO CRD42024601976.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7271,Prospective randomized trial using laser acupuncture versus desmopressin in the treatment of nocturnal enuresis,"OBJECTIVES: Several treatment modalities for children suffering from monosymptomatic nocturnal enuresis are available, but desmopressin is a well-established option. On the other hand, alternative nonpharmacological therapies such as laser acupuncture are more frequently requested by the parents. To our knowledge, there is no prospective randomized trial which evaluated the efficacy of such an alternative approach in comparison with the widespread use of desmopressin. METHODS: Forty children aged over 5 years presenting with primary nocturnal enuresis underwent a previous evaluation of their voiding function to assure normal voiding patterns and a high nighttime urine production. Then the children were randomized into two groups: group A children were treated with desmopressin alone, and group B children underwent laser acupuncture. All children were investigated after a minimum follow-up period of 6 month to evaluate the duration of the response. RESULTS: The children of both groups had an initial mean frequency of 5.5 wet nights per week. After a minimum follow-up period of 6 months reevaluation revealed a complete success rate of 75% in the desmopressin-treated group. Additional 10% of the children had a reduction of their wet nights of more than 50%. On the other hand, 6 months after laser acupuncture, 65% of the randomized children were completely dry. Another 10% had a reduction of the enuresis frequency of more than 50% per week. 20% of the children in the desmopressin-treated group did not respond at all as compared with 15% in the acupuncture-treated group. Statistical evaluation revealed no significant differences among the response rates in both groups. CONCLUSION: Im comparison with pharmacological therapy using desmopressin, our study shows that laser acupuncture should be taken into account as an alternative, noninvasive, painless, cost-effective, and short-term therapy for children with primary nocturnal enuresis in case of a normal bladder function and high nighttime urine production. Success rates indicated no statistically significant differences between the well-established desmopressin therapy and the alternative laser acupuncture.",No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
#7295,Cost-effectiveness of complementary therapies in the United kingdom-a systematic review,"OBJECTIVES: The aim of this review is to systematically summarize and assess all prospective, controlled, cost-effectiveness studies of complementary therapies carried out in the UK. DATA SOURCES: Medline (via PubMed), Embase, CINAHL, Amed (Alternative and Allied Medicine Database, British Library Medical Information Centre), The Cochrane Library, National Health Service Economic Evaluation Database (via Cochrane) and Health Technology Assessments up to October 2005. REVIEW METHODS: Articles describing prospective, controlled, cost-effectiveness studies of any type of complementary therapy for any medical condition carried out in the UK were included. Data extracted included the main outcomes for health benefit and cost. These data were extracted independently by two authors, described narratively and also presented as a table. RESULTS: Six cost-effectiveness studies of complementary medicine in the UK were identified: four different types of spinal manipulation for back pain, one type of acupuncture for chronic headache and one type of acupuncture for chronic back pain. Four of the six studies compared the complementary therapy with usual conventional treatment in pragmatic, randomized clinical trials without sham or placebo arms. Main outcome measures of effectiveness favored the complementary therapies but in the case of spinal manipulation (four studies) and acupuncture (one study) for back pain, effect sizes were small and of uncertain clinical relevance. The same four studies included a cost-utility analyses in which the incremental cost per quality adjusted life year (QALY) was less than pound10 000. The complementary therapy represented an additional health care cost in five of the six studies. CONCLUSIONS: Prospective, controlled, cost-effectiveness studies of complementary therapies have been carried out in the UK only for spinal manipulation (four studies) and acupuncture (two studies). The limited data available indicate that the use of these therapies usually represents an additional cost to conventional treatment. Estimates of the incremental cost of achieving improvements in quality of life compare favorably with other treatments approved for use in the National Health Service. Because the specific efficacy of the complementary therapies for these indications remains uncertain, and the studies did not include sham controls, the estimates obtained may represent the cost-effectiveness non-specific effects associated with the complementary therapies.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7328,Chinese medicine treatment for menopausal symptoms in the UK health service: is a clinical trial warranted?,"OBJECTIVES: The aims of this pilot study were to evaluate treatment effects, ascertain safety and formulate best practice Chinese medicine protocols relevant for London women suffering from menopausal symptoms. STUDY DESIGN: This clinical pilot study employed a case series design within a wider action-based research project. 117 perimenopausal women between 45 and 55 years of age recruited from the general population were treated for menopausal symptoms by six experienced practitioners of Chinese medicine at the Polyclinic of the University of Westminster. Practitioners were instructed to treat as near to their usual practice style as possible. This involved using Chinese herbal medicine and/or acupuncture along with dietary and lifestyle advice. A maximum of 12 treatments over 6 months was allowed per patient. OUTCOME MEASURES: The menopause specific quality of life questionnaire (MenQoL), the Greene climacteric scale, and flushing diaries were used to evaluate treatment outcomes. Liver and kidney function tests were carried out at intake and after 1, 6 and 12 treatments to evaluate the safety particularly in relation to the use of herbal medicines. RESULTS: Patients showed significant improvement across all domains measured by the MenQoL and Greene climacteric scales. Reduction on the MenQoL scale between first and last visit was from 4.31 to 3.27 (p<0.001) and on the Green climacteric scale from 21.01 to 13.00 (p<0.001). Study participants did not reliably complete their flushing diaries. No adverse events or abnormal liver or kidney function values were observed during the course of the study. CONCLUSIONS: Further research that seeks to investigate the effects observed in more detail and to evaluate them against other forms of treatment and/or no-treatment controls is warranted. This could be achieved by way of a pragmatic randomized controlled trial that evaluated Chinese medicine against orthodox medical care.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7333,Acupuncture benefits to women with recurrent implantation failure: A propensity score-matched cohort study,"OBJECTIVES: The current study aims to assess the effectiveness of acupuncture in improving the live birth rate (LBR), ongoing pregnancy rate (OPR), clinical pregnancy rate (CPR), biochemical pregnancy rate (BPR), and pregnancy loss (early abortion rate, late abortion rate, ectopic pregnancy rate) in patients with recurrent implantation failure (RIF). DESIGN: This retrospective study compares the outcomes of patients with RIF who underwent frozen embryo transfer (FET) with or without acupuncture. SETTING: The medical records of patients diagnosed with RIF and visiting Chengdu Xi'nan Gynecological Hospital between January 2018 and June 2021 were reviewed. The Chengdu Xi'nan Gynecological Hospital Ethics Committee approved this retrospective study (No. 2021-029). PARTICIPANTS: A total of 923 patients with RIF who underwent FET were included in this study. The patients were divided into two groups: the Acupuncture (n = 303) and the Non-acupuncture groups (n = 620). EXPOSURE: The Acupuncture group consisted of 303 RIF patients who received acupuncture therapy in addition to standard hormone replacement therapy (HRT)/delayed hormone replacement therapy (d-HRT) for FET. The Non-acupuncture group consisted of 620 RIF patients who received only standard HRT/d-HRT for FET. PRIMARY AND SECONDARY OUTCOME MEASURES: The primary outcome was the LBR. The secondary outcome referred to OPR, CPR, BPR, and pregnancy loss. RESULTS: The Acupuncture group had significantly higher BPR (P = 0.08) and CPR (P = 0.049) than the Non-acupuncture group. A potentially higher LBR (P = 0.16) and OPR (P = 0.248) were observed in the Acupuncture group than in the Non-acupuncture group. However, the survival analysis did not show that acupuncture significantly promoted live birth. CONCLUSIONS: Acupuncture is an appropriate adjunctive technique in the in vitro fertilization process as it improves biochemical and clinical pregnancies. Therefore, it is necessary to be cautious about the role of acupuncture throughout the whole pregnancy cycle.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7355,Agreement of Risk-of -Bias varied in systematic reviews on acupuncture and was associated with methodological quality,"OBJECTIVES: The objective of the study was to evaluate the consistency of risk of bias assessments for overlapping randomized controlled trials (RCTs) included in systematic reviews (SRs) on acupuncture. STUDY DESIGN AND SETTING: Databases were searched for acupuncture SRs. A weighted kappa (κ) statistic was calculated, and logistic regression was used to explore the factors of disagreements. RESULTS: We included 241 RCTs from 109 SRs on acupuncture. The percentage disagreements ranged from 25% to 44%, with moderate agreement for random sequence generation (κ = 0.57), allocation concealment (κ = 0.50), and incomplete outcome data (κ = 0.50), besides fair agreement for blinding of participants and personnel (κ = 0.44), blinding of outcome assessment (κ = 0.31), and selective reporting (κ = 0.39). Only 19% RCTs were evaluated completely consistent. Methodological quality (random sequence generation, odds ratio (OR) = 3.46), international cooperation (allocation concealment, OR = 0.14; incomplete outcome data, OR = 0.14; selective reporting, OR = 0.05), and risk of bias reporting completeness score (selective reporting, OR = 0.53) significantly affected the relative odds of disagreements. CONCLUSION: The level of agreement varied from fair to moderate agreement depending on the risk of bias domain. Methodological quality appears to be an overarching factor to account for disagreements.",No,No,No,No,No,No,No,No,No,No,No,No
#7362,Auricular acupuncture effectively reduces state anxiety before dental treatment--a randomised controlled trial,"OBJECTIVES: The objective of this study was to analyse whether auricular acupuncture, acupuncture at the outer ear, could reduce state anxiety before dental treatment. METHODS: This prospective, randomised patient-blinded study with 182 patients compared anxiety before dental treatment following auricular acupuncture at the relaxation-, tranquillizer- and master cerebral points (auricular acupuncture group) versus acupuncture at sham points (finger-, shoulder- and tonsil points; sham group) and a non-intervention control group. Anxiety was assessed using the Spielberger State Trait Anxiety Inventory (German version) before auricular acupuncture and 20 min thereafter, immediately before dental treatment. RESULTS: Auricular acupuncture reduced state anxiety score more effectively from 54.7 ± 10.8 to 46.9 ± 10.4 (mean ± SD) than sham acupuncture from 51.9 ± 10.2 to 48.4 ± 10.0. In contrast, state anxiety in the control group increased from 51.0 ± 11.7 to 54.0 ± 11.6 (mean increase +3.0; CI +4.7 to +1.2). The decrease in state anxiety in both intervention groups was statistically significant (p < 0.001) when compared to the non-intervention control group. After correcting for group differences in baseline state anxiety, the reduction in anxiety was -7.3 score points (CI -9.0 to -5.6) in the auricular acupuncture group and -3.7 score points (CI -5.4 to -1.9) in the sham group (p = 0.008). CONCLUSION: Auricular acupuncture, a minimally invasive method, effectively reduces state anxiety before dental treatment. CLINICAL RELEVANCE: Auricular acupuncture could be an option for patients scheduled for dental treatment, who experience an uncomfortable degree of anxiety and request an acute intervention for their anxiety.",No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
#7372,Acupuncture for Bell's palsy,"OBJECTIVES: The objectives of this study were to examine the efficacy of acupuncture in hastening recovery and reducing long-term morbidity from Bell's palsy. METHODS: We searched the Cochrane Neuromuscular Disease Group Trials Register, MEDLINE (January 1966-April 2006), EMBASE (January 1980-April 2006), LILACS (January 1982-April 2006), and the Chinese Biomedical Retrieval System (January 1978-April 2006) for randomized controlled trials using ""Bell's palsy"" and its synonyms, ""idiopathic facial paralysis"" or ""facial palsy"" as well as search terms including ""acupuncture."" Chinese journals in which we thought we might find randomized controlled trials or controlled clinical trials relevant to our study were hand searched. We reviewed the bibliographies of the randomized trials and contacted the authors and known experts in the field to identify additional published or unpublished data. We included all randomized or quasi-randomized controlled trials involving acupuncture in the treatment of Bell's palsy, irrespective of any language restrictions. Two review authors identified potential articles from the literature search and extracted data independently using a data extraction form. The assessment of methodological quality included allocation concealment, patient blinding, differences at baseline of the experimental groups, and completeness of follow-up. Two (2) review authors assessed quality independently. All disagreements were resolved by discussion between the review authors. RESULTS: Six (6) studies including a total of 537 participants met the inclusion criteria. Five (5) of them used acupuncture while another one used acupuncture combined with drugs. No trials reported on the outcomes specified for this review. Harmful side-effects were not reported in any of the trials. Flaws in study design or reporting (particularly uncertain allocation concealment and substantial loss to follow-up) and clinical differences between trials prevented conclusions about the efficacy of acupuncture. CONCLUSIONS: The quality of the included trials was inadequate to allow any conclusion about the efficacy of acupuncture. More research with high-quality trials is needed.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7378,Development of preparatory activity indexed by the contingent negative variation in children,"OBJECTIVES: The present study investigated the effect of age on task-specific preparatory activation induced by a spatial cue using the central cue Posner's paradigm. The behavioral responses and the contingent negative variation (CNV) generated between S1 (the warning stimulus) and S2 (the imperative stimulus) were compared between 16 healthy children (8-13 years old) and 17 healthy young adults (18-23 years old). METHODS: The EEG was recorded from 20 scalp sites of the International 10-20 system. The complete trial period included a central directional cue that was on for 300 ms and an attentive waiting period lasting 1360 ms. Finally, a peripheral target appeared, subtending a visual angle of 4.56 degrees and situated 2.28 degrees eccentrically in the horizontal meridian. The early and late components of the CNV appearing in the period between cue and target were analyzed. RESULTS: The CNV of children showed no contralateral cortical activation related to motor preparation. However, the young adults showed contralateral activation to the cue over motor areas. Both children and young adults showed cortical activation in posterior sensory areas, displaying a pattern of activation contralateral to the cue. Also, a positive parietal component appeared in children during the CNV period. CONCLUSIONS: These results suggest that the motor preparation system in children is less mature than the sensory preparatory system. The children may have used strategies and brain areas different from those of the young adults to prepare for stimuli and responses.",No,No,No,No,No,No,No,No,No,No,No,No
#7388,Comparative study on the effects of bee venom pharmacopuncture according to the treatment method for knee osteoarthritis,"OBJECTIVES: The purpose of this study is to compare the effects of bee venom pharmacopuncture (BVP) therapy according to the methods used to treat knee osteoarthritis (OA): intra-acupoint combined with intra-articular injection, intra-acupoint injection, and intra-articular injection. METHODS: A total of 69 patients were recruited by the Department of Acupuncture & Moxibustion at Dong- Eui Oriental University Hospital from February 1 to July 23, 2012. The patients were assigned to 3 groups: the first group with intra-acupoint combined with intraarticular BVP Injection (the experimental group), the 2nd group with intra-acupoint BVP injection (control groupⅠ), and the 3rd group with intra-articular BVP injection (control groupⅡ). The participants were assigned in the order in which they were recruited. Treatments were done twice a week, for a total of 9 times. The effectiveness was assessed by using the visual analouge scale (VAS) and the Korea Western Ontario and McMaster Universities Osteoarthritis Index (KWOMAC). RESULTS: All three groups exhibited significant VAS and KWOMAC effects. Moreover, the 4 week follow-up after the final treatment showed a persistence of BVP effects. However, when the groups were compared, no statistically significant differences in VAS and KWOMAC were noted, but when improvement was considered, the results showed that intra-articular injection was more effective than intra-acupoint injection. Especially, intra-acupoint combined with intra-articular injection was the most effective among the three treatments. CONCLUSIONS: Combining intra-acupoint with intraarticular injection, depending on the patient's symptoms, may produce better results when conservatively treating knee OA.",No,No,No,No,No,No,No,No,No,No,No,No
#7413,"Validation of a simplified sham acupuncture technique for its use in clinical research: a randomised, single blind, crossover study","OBJECTIVES: The validity of a new sham acupuncture technique was tested on acupuncture naïve healthy subjects. METHODS: The procedure was tested in accupoints LI4 and ST6 in a randomised, single blind and crossover study. The participants were blind to which technique they received. 32 healthy volunteers (15 men, 17 women, aged between 20 and 62 years, mean age 34 years) were recruited at the Universidad de la República, Uruguay. Interventions Participants were randomly assigned to one of two groups: (1) real acupuncture or (2) sham acupuncture. After 30 min, the patients were 'needled' again in a crossover design. Main outcome measures A yes/no questionnaire was used to assess the credibility and characteristics of the procedure. RESULTS: For the credibility question (do you think you received real acupuncture?) no statistically significant group differences were evident before or after the crossover. Subjects who answered yes to this question ranged from 14/16 (87.5%) before crossover to 10/16 (62.5%) after crossover for the sham and 12/16 (75%) before crossover to 15/16 (93.8%) after crossover for the real acupuncture. The question that showed a significant difference (only after crossover) was the question, ""did you feel the needle penetrating the skin?""; after crossover 12/16 (75%) subjects in the real acupuncture group said yes and 2/16 (12%) subjects in the sham group said yes to this question (p<0.01). CONCLUSIONS: These data suggests that this method is credible and constitutes a simple and inexpensive technique for use as a control in clinical research in acupuncture naïve subjects.",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
#7420,Investigation into the effects of using two or four acupuncture needles with bidirectional rotation on experimentally-induced contact heat pain in healthy subjects,"OBJECTIVES: There is growing evidence from experimental studies that the acupuncture dose or technique influences the speed of onset of hypoalgesia. The aim of this study was to investigate the effects of acupuncture using two or four needles on experimental contact thermal pain in healthy volunteers. METHODS: Forty two participants were randomised into three groups: four-needle group (LI4, LI11, LI10, TE5), two-needle group (verum at LI4, LI11 and mock at LI10, TE5) and mock acupuncture group (LI4, LI11, LI10, TE5). Each participant rated pain intensity (visual analogue scale, VAS) to a series of noxious stimuli administered to the forearm 2°C above the heat pain threshold during needling and immediately after removal of the needles. RESULTS: Experimentally-induced heat pain intensity (VAS) during and after the intervention was lower than pre-intervention but there were no statistically significant differences in this change between groups. There were no statistically significant differences between groups in the time taken for pain intensity to decrease by 33% from pre-intervention. However, a 33% decrease in pain intensity within 3 min of needle insertion was observed for 13 participants (92.9%) in the four-needle group compared with 66.7% of participants in the two-needle group and 57.1% in the mock acupuncture group. There was less variance in VAS in the four-needle group, suggesting more consistency in hypoalgesic response when using more needles. CONCLUSIONS: There is tentative evidence that four needles may be superior to two needles in generating rapid onset hypoalgesia. The findings suggest that further investigation is warranted.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
