id,title,abstract
#8718,Intraocular lens bicylindric power calculation method: Using both flat and steep K readings to improve intraocular lens power prediction,"PURPOSE: To compare and analyze the accuracy of the refractive outcomes obtained in intraocular lens power calculation using the classical calculation method with mean keratometry (K) and the calculation method with both K meridians presented in this article. METHODS: A total of 62 eyes of 62 subjects who were undergoing cataract surgery were included in this study. Optical biometry was performed using mean K and Haigis formula for classical intraocular lens calculation methods to achieve intraocular lens power; 4 weeks after surgery, prior to medical discharge, subjective refraction was made. Alternatively, intraocular lens power was calculated with bicylindric method using both keratometry readings, obtaining spherocylindrical refractive expected outcomes. Finally, results obtained with intraocular lens calculation methods, bicylindric method, and Haigis formula were compared. RESULTS: Spherical equivalent calculated by classical intraocular lens calculation methods using Haigis formula (H-SE) was -0.027 ± 0.115 D and using bicylindric method (B-SE) was -0.080 ± 0.222 D. Achieved spherical equivalent obtained 4 weeks after surgery (A-SE) was -0.144 ± 0.268 D. Difference between H-SE and A-SE was -0.117 D (p = 0.002). Difference between B-SE and A-SE was not significant (-0.054 D, p = 0.109). Analysis in refraction groups showed a positive correlation between A-SE confronted to B-SE and H-SE (r = 0.313; p = 0.013 and r = 0.562; p < 0.001, respectively). This indicated a reliability in ametropic group prediction of 0.767 in H-SE and 0.843 in B-SE. CONCLUSION: Intraocular lens calculation with bicylindric method could be more accurate and had more reliability than classical intraocular lens calculation method. Bicylindric method adds astigmatism control and provides a reliable expected spherocylindrical refraction."
#8720,Corneal backscatter in insulin-dependent and non-insulin-dependent diabetes mellitus patients: a pilot study,"PURPOSE: To compare central corneal backscatter obtained from Scheimpflug images between patients with insulin-dependent and non-insulin-dependent diabetes mellitus (IDDM and NIDDM, respectively) and healthy controls. METHODS: Seven patients with IDDM (7 eyes), eleven patients with NIDDM (11 eyes), and sixteen healthy subjects (16 eyes) were included in this pilot study. Scheimpflug imaging system (Pentacam, Oculus Inc., Germany) was used to obtain optical sections of the cornea. Seven meridians were analyzed for each eye, oriented from 70° to 110°. Optical density values for the central 3-mm and 5-mm zones of the cornea were obtained by image analysis using external software. RESULTS: Corneal backscatter was significantly higher in the diabetic patients than in the controls for the central 3-mm (p=0.016) and 5-mm (p=0.014) zones. No significant differences in corneal backscatter were found between the IDDM and NIDDM groups for either zone (both p>0.05). In the NIDDM group, significant correlations were observed for both central zones between corneal backscatter and age (3 mm: r=0.604, p=0.025; 5 mm: r=0.614, p=0.022) and central corneal thickness (3 mm: r=0.641, p=0.017; 5 mm: r=0.671, p=0.012); this was not found in the IDDM group (p>0.05). The presence of diabetes showed a significant effect on central corneal backscatter (Kruskal-Wallis test, p<0.001). CONCLUSIONS: Diabetic patients showed higher values of corneal light backscatter than healthy subjects. Corneal optical density analysis may be a useful tool for monitoring and assessing the ocular changes caused by diabetes."
#8780,Analysis of RPE morphometry in human eyes,"PURPOSE: To describe the RPE morphometry of healthy human eyes regarding age and topographic location using modern computational methods with high accuracy and objectivity. We tested whether there were regional and age-related differences in RPE cell area and shape. METHODS: Human cadaver donor eyes of varying ages were dissected, and the RPE flatmounts were immunostained for F-actin with AF635-phalloidin, nuclei stained with propidium iodide, and imaged with confocal microscopy. Image analysis was performed using ImageJ (NIH) and CellProfiler software. Quantitative parameters, including cell density, cell area, polygonality of cells, number of neighboring cells, and measures of cell shape, were obtained from these analyses to characterize individual and groups of RPE cells. Measurements were taken from selected areas spanning the length of the temporal retina through the macula and the mid-periphery to the far periphery. RESULTS: Nineteen eyes from 14 Caucasian donors of varying ages ranging from 29 to 80 years were used. Along a horizontal nasal to temporal meridian, there were differences in several cell shape and size characteristics. Generally, the cell area and shape was relatively constant and regular except in the far periphery. In the outer third of the retina, the cell area and shape differed from the inner two-thirds statistically significantly. In the macula and the far periphery, an overall decreasing trend in RPE cell density, percent hexagonal cells, and form factor was observed with increasing age. We also found a trend toward increasing cell area and eccentricity with age in the macula and the far periphery. When individuals were divided into two age groups, <60 years and ≥60 years, there was a higher cell density, lower cell area, lower eccentricity, and higher form factor in the younger group in the macula and the far periphery (p<0.05 for all measurements). No statistically significant differences in RPE morphometry between age groups were found in the mid-periphery. CONCLUSIONS: Human cadaver RPE cells differ mainly in area and shape in the outer one third compared to the inner two-thirds of the temporal retina. RPE cells become less dense and larger, lose their typical hexagonal shape, and become more oval with increasing age."
#8944,The Effect of Nonpharmacological Methods on Preoperative Anxiety in Breast Surgery Patients: A Meta-analysis,"PURPOSE: To investigate the effect of nonpharmacological methods on anxiety before breast surgery, using the meta-analysis method. DESIGN: A meta-analysis. METHODS: Nine electronic databases were searched to identify studies published up to October 2023. The study was carried out in accordance with Preferred Reporting Items for Systematic Review and Meta-analyses 2020 and Cochrane 2021 recommendations. The Risk of Bias 2 tool was used to assess the risk of bias. Heterogeneity and publication bias were also assessed. FINDINGS: A search of 9 electronic databases identified 280 records. Six studies that met the inclusion criteria were eligible for meta-analysis. All the trials explained how the randomization was done. The studies selected were published between 2016 and 2022. A total of 519 female patients were included in the selected trials, 303 in the intervention group and 216 in the control group. The studies included aromatherapy, music, electro-acupuncture, and Yokukansan Kampo medicine practices. A meta-analysis was performed with anxiety levels measured immediately before surgery. In addition, a subgroup analysis was performed with trials that used anxiety-specific scales before surgery and trials that used aromatherapy. CONCLUSIONS: The results of this meta-analysis indicated a moderate efficacy of nonpharmacological approaches, whereas aromatherapy showed a relatively lower efficacy in reducing preoperative anxiety in breast surgery patients."
#8949,"Effects of metabolic abnormalities, hyperandrogenemia and clomiphene on liver function parameters among Chinese women with polycystic ovary syndrome: results from a randomized controlled trial","PURPOSE: To investigate the effects of metabolic abnormalities, hyperandrogenemia and ovulation induction by clomiphene/acupuncture on liver function parameters among women with polycystic ovary syndrome (PCOS). METHODS: This is a secondary analysis of a randomized controlled trial. All 1000 subjects were diagnosed as PCOS by modified Rotterdam criteria. Liver function parameters, metabolic panel and hormone profile were measured at baseline and after treatment. The relationship between liver parameters with metabolic, hormonal parameters and ovulation induction was examined. RESULTS: PCOS women with metabolic syndrome had higher liver enzyme levels but lower bilirubin and bile acid levels than without. PCOS women with hyperandrogenemia had higher liver enzyme, bilirubin levels than without. Correlation analyses showed that worsening of metabolic parameters was associated with higher liver enzyme levels but lower bilirubin and bile acid levels, while increased androgen levels were associated with higher liver enzyme, bilirubin and bile acid levels. Ovulation induction with clomiphene citrate could decrease bilirubin and bile acid levels, while acupuncture had no obvious effect on liver function. CONCLUSIONS: Among PCOS women, metabolic abnormalities and hyperandrogenemia impaired different liver function parameters. Clomiphene could decrease the bilirubin and bile acid levels while acupuncture had no obvious effect on liver function."
#8983,Quantitative analysis of retinal nerve fiber layer defect in early open-angle glaucoma with normal intraocular pressure,"PURPOSE: To quantitatively analyze the topographic features of localized retinal nerve fiber layer (RNFL) defects according to baseline intraocular pressure (IOP) level in cases of early primary open-angle glaucoma (POAG). STUDY DESIGN: Retrospective comparative study. METHODS: POAG patients meeting the following conditions were consecutively included: (1) baseline office-hour diurnal IOP ≤ 21 mmHg, (2) 1 localized RNFL defect as observed on red-free fundus photography, and (3) corresponding visual field defect. Defects' approximations to the macula (angle α) and width (angle ß) as well as the angle between the disc long axis and the vertical meridian line (angle Ɣ) were measured on red-free fundus photography. The corrected angle α was calculated as the difference between angles α and Ɣ. The defect area's RNFL thickness was calculated by means of optical coherence tomography's Advanced Extraction analysis utility. RESULTS: Comparative analysis was performed between 2 groups: 45 eyes of 45 patients with low-teen IOP (group A: highest IOP ≤ 15 mmHg) and 49 eyes of 49 patients with high-teen IOP (group B: lowest IOP > 15 mmHg). In group A, the mean baseline IOP was lower (12.9 ± 1.3 vs 17.1 ± 1.0 mmHg; P < .001), the corrected angle α was smaller (32.4 ± 15.1 vs 39.5 ± 13.1 degrees; P = .017), and the defect area's RNFL thickness was thinner (66.3 ± 16.8 vs 76.3 ± 14.9 μm; P = .003) than in group B; angle ß showed no intergroup difference (P = .230). CONCLUSIONS: In POAG patients with low-teen IOP relative to those with high-teen IOP, localized RNFL defects were closer to the macula. In addition, the RNFL thickness of the defect area was markedly thinner."
#8986,Prospective randomized comparison of phacoemulsification cataract surgery with a 3.2-mm vs a 5.5-mm sutureless incision,"PURPOSE: To report sutureless cataract surgery by phacoemulsification with a 3.2-mm surgical incision compared with a 5.5-mm surgical incision. METHOD: In a prospective, randomized, masked clinical trial of phacoemulsification cataract surgery, 55 eyes (55 patients) had a 3.2-mm incision and 56 eyes (56 patients) had a 5.5-mm incision. All incisions were in the superior vertical meridian, commenced 1.5 mm posterior to the limbus, and extended into the cornea for a total length of 2.5 to 3.0 mm. In a masked fashion, astigmatism was monitored by keratometry, and logMAR visual acuity was determined both with and without best correction throughout a mean follow-up of 33.9 months. RESULTS: Statistically significant differences were seen in favor of the 3.2-mm incision group at the final examination for astigmatism (Cravy analysis) and uncorrected visual acuity (-0.18 vs -0.88 diopter, P < .001; logMAR, 0.14 vs 0.26, P = .04). CONCLUSIONS: Over the long term, phacoemulsification with a 3.2-mm incision is associated with significantly less astigmatic shift and better uncorrected visual acuity than is phacoemulsification with a 5.5-mm incision. A small incision with a foldable intraocular lens has long-term benefits."
#9039,Rehabilitative effects of Transcutaneous Electric Nerve Stimulation on limb function in stroke patients: a systematic review and meta-analysis,"PURPOSE: We conducted a systematic review to assess the effectiveness of TENS in the rehabilitation of limb motor dysfunction following stroke. MATERIALS AND METHODS: We collected data from three databases, PubMed, Embase, and Web of Science, covering the earliest available date to April 2024, with a focus on randomized controlled trials that utilized TENS as an intervention for limb motor dysfunction after stroke, and extracted the main evaluation indicators before and after treatment, including the Fugl-Meyer Assessment for Upper Extremity (FMA-UE), Functional Independence Measure (FIM), and Composite Spasticity Scale (CSS). Meta-analysis was conducted using Review Manager 5.4.1 software. RESULTS: This systematic review included a total of 513 participants from 10 studies. The analysis revealed that TENS was found to be statistically more effective than sham TENS in improving upper limb function, with a standardized mean difference (MD) of 3.58 (95% CI: 0.88, 6.27). CONCLUSION: TENS has shown potential in improving limb motor function in post-stroke patients based on FMA-UE, FIM, and CSS scores. However, variations in stimulation frequency, sites, treatment schedules, and devices make the evidence insufficient for its reliable clinical use. Registration: CRD42023421759.TENS is effective in reducing spasticity and improving muscle strength and gait performance in stroke patients with lower limb dysfunction.A 100 Hz stimulation frequency is recommended for TENS to achieve optimal motor recovery outcomes.Electrode placement for TENS can be flexibly applied to acupuncture points, such as ST36 and GB34, or anatomically targeted muscle sites, such as the tibialis anterior and quadriceps.TENS, when combined with task-specific training, may produce sustained improvements in functional mobility and independence post-stroke.eng"
#9058,Massage therapy has short-term benefits for people with common musculoskeletal disorders compared to no treatment: a systematic review,"QUESTION: Is massage therapy effective for people with musculoskeletal disorders compared to any other treatment or no treatment? DESIGN: Systematic review of randomised clinical trials. PARTICIPANTS: People with musculoskeletal disorders. INTERVENTIONS: Massage therapy (manual manipulation of the soft tissues) as a stand-alone intervention. OUTCOME: The primary outcomes were pain and function. RESULTS: The 26 eligible randomised trials involved 2565 participants. The mean sample size was 95 participants (range 16 to 579) per study; 10 studies were considered to be at low risk of bias. Overall, low-to-moderate-level evidence indicated that massage reduces pain in the short term compared to no treatment in people with shoulder pain and osteoarthritis of the knee, but not in those with low back pain or neck pain. Furthermore, low-to-moderate-level evidence indicated that massage improves function in the short term compared to no treatment in people with low back pain, knee arthritis or shoulder pain. Low-to-very-low-level evidence from single studies indicated no clear benefits of massage over acupuncture, joint mobilisation, manipulation or relaxation therapy in people with fibromyalgia, low back pain and general musculoskeletal pain. CONCLUSIONS: Massage therapy, as a stand-alone treatment, reduces pain and improves function compared to no treatment in some musculoskeletal conditions. When massage is compared to another active treatment, no clear benefit was evident."
#9065,Effects of transcutaneous electrical acupoint stimulation on perioperative immune function and postoperative analgesia in patients undergoing radical mastectomy: A randomized controlled trial,"Radical mastectomy may lead to suppression of cellular immune function in patients with malignant tumors. Transcutaneous electrical acupoint stimulation (TEAS) is widely used in clinical practice. However, there have been relatively few studies on the effects of TEAS on postoperative analgesia and immune function. The present study aimed to evaluate the effects of TAES on postoperative pain and immune function in patients undergoing radical mastectomy. A total of 65 patients were enrolled and allocated to either receive TEAS or sham TEAS. TEAS was implemented on bilateral Hegu (LI4), Neiguan (PC6) and Zusanli (ST36) acupoints simultaneously for 30 min before induction of anesthesia at 4 and 12 h post-operation. The primary outcomes included visual analogue scale (VAS) scores at 4 h (T(1)), 12 h T(2)), 24 h (T(3)) and 48 h (T(4)) post-operation, and serum levels of IL-2, IL-4, IFN-γ and the IL-2/IL-4 ratio at 30 min before TEAS (T(0)), T(1), T(2), T(3) and T(4). Secondary outcomes included the cumulative time of rescue analgesia within 48 h post-surgery, as well as the incidence of postoperative nausea and vomiting (PONV) and pruritus. Compared with the sham TEAS group, postoperative VAS scores at T(2) and T(3), the total consumption of opioids in the patient-controlled analgesia (PCA) pump, pressing times of the PCA pump and the incidences of PONV and headache were significantly lower in the TEAS group. The serum levels of IFN-γ at T(3) and T(4), and the serum levels of IL-2 and the IL-2/IL-4 ratio at T(2), T(3) and T(4) were higher in the TEAS group compared with the sham TEAS group. By contrast, the serum levels of IL-4 were lower at T(2), T(3) and T(4) in the TEAS group compared with the sham TEAS group. The results indicated that TEAS could improve postoperative analgesia, reduce postoperative consumption of opioids and alleviate postoperative side effects. Simultaneously, TEAS was able to reverse decreased serum levels of IL-2 and IFN-γ, reduce the level of IL-4 and restore the balance of Th1/Th2, thereby partially attenuating perioperative immune function depression in patients with breast cancer. The current trial was registered prior to participant enrollment at www.chictr.org.cn (Clinical Trial no. ChiCTR1800017768)."
#9097,Acupuncture and heart rate variability: a systems level approach to understanding mechanism,"Recent research has elucidated several different mechanisms for acupuncture. However, the interrelationship between these mechanisms and how acupuncture affects complex physiological systems is still not understood. Heart rate Variability (HRV), the beat-to-beat fluctuations in the rhythm of the heart, results from the regulation of the heart by the autonomic nervous system (ANS). Low HRV is associated with increased risk of all-cause mortality and is a marker for a wide range of diseases. Coherent HRV patterns are associated with increased synchronization between the two branches of the ANS, and when sustained for long periods of time result in increased synchronization and entrainment between multiple body systems. There is strong evidence from randomized placebo controlled trials that acupuncture modulates HRV. This may represent a mechanistic pathway for global physiological regulation, which is congruent with East Asian medical theory. The ability of acupuncture to improve HRV could be used as a tool in acupuncture research and practice to monitor treatment effectiveness and the impact on quality of life."
#9145,Wrist-ankle acupuncture for the treatment of pain symptoms: a systematic review and meta-analysis,"Routine acupuncture incorporates wrist-ankle acupuncture (WAA) for its analgesic effect, but WAA is not widely used in clinics due to incomplete knowledge of its effectiveness and concerns about less clinical research and because less people know it. This study aimed to assess the efficacy and possible adverse effects of WAA or WAA adjuvants in the treatment of pain symptoms. This study compared WAA or WAA adjuvant with the following therapies: western medication (WM), sham acupuncture (SA), or body acupuncture (BA). Randomized controlled trials (RCTs) were searched systematically in related electronic databases by two independent reviewers. 33 RCTs were finally included, in which 7 RCTs were selected for meta-analysis. It was found that WAA or WAA adjuvant was significantly more effective than WM, SA, or BA in pain relief. There was nothing different between WAA and SA in adverse events, but WAA was marginally significantly safer than WM. Although both WAA and WAA adjuvant appeared to be more effective than WM, SA, or BA in the treatment of pain symptoms with few side effects, further studies with better and more rigorously designed are still necessary to ensure the efficacy and safety issue of WAA due to the poor methodology and small sample size of previous studies."
#9148,'Alternate-goal bias' in antisaccades and the influence of expectation,"Saccadic performance depends on the requirements of the current trial, but also may be influenced by other trials in the same experiment. This effect of trial context has been investigated most for saccadic error rate and reaction time but seldom for the positional accuracy of saccadic landing points. We investigated whether the direction of saccades towards one goal is affected by the location of a second goal used in other trials in the same experimental block. In our first experiment, landing points ('endpoints') of antisaccades but not prosaccades were shifted towards the location of the alternate goal. This spatial bias decreased with increasing angular separation between the current and alternative goals. In a second experiment, we explored whether expectancy about the goal location was responsible for the biasing of the saccadic endpoint. For this, we used a condition where the saccadic goal randomly changed from one trial to the next between locations on, above or below the horizontal meridian. We modulated the prior probability of the alternate-goal location by showing cues prior to stimulus onset. The results showed that expectation about the possible positions of the saccadic goal is sufficient to bias saccadic endpoints and can account for at least part of this phenomenon of 'alternate-goal bias'."
#9175,A frontoparietal network for spatial attention reorienting in the auditory domain: a human fMRI/MEG study of functional and temporal dynamics,"Several studies have identified a supramodal network critical to the reorienting of attention toward stimuli at novel locations and which involves the right temporoparietal junction and the inferior frontal areas. The present functional magnetic resonance imaging (fMRI)\magnetoencephalography (MEG) study investigates: 1) the cerebral circuit underlying attentional reorienting to spatially varying sound locations; 2) the circuit related to the regular change of sound location in the same hemifield, the change of sound location across hemifields, or sounds presented randomly at different locations on the azimuth plane; 3) functional temporal dynamics of the observed cortical areas exploiting the complementary characteristics of the fMRI and MEG paradigms. fMRI results suggest 3 distinct roles: the supratemporal plane appears modulated by variations of sound location; the inferior parietal lobule is modulated by the cross-meridian effect; and the inferior frontal cortex is engaged by the inhibition of a motor response. MEG data help to elucidate the temporal dynamics of this network by providing high-resolution time series with which to measure latency of neural activation manipulated by the reorienting of attention."
#9181,Is elevated baseline SHBG associated with increased ovulation?,"Sexual hormone binding globulin (SHBG) is associated with the endocrine and reproductive systems. We aimed to investigate the role of SHBG in the reproductive process. Therefore, we conducted a secondary analysis of the PCOSAct (Polycystic Ovary Syndrome and Acupuncture Clinical Trial) study, which involved 21 sites in China and a total of 1000 women with PCOS. Out of these, 954 women with SHBG were included in the analysis. Through multivariate analysis of ovulation predictors, we found that age, BMI, estradiol, testosterone, and SHBG all showed a positive predictive value for ovulation (p = 0.0211, 0.0011, 0.0211, 0.0029, 0.0434, respectively). However, the LH to FSH ratio had a negative predictive value (p = 0.0539). Higher quartiles of SHBG were associated with a higher rate of ovulation, and per quartile increased was statistically significant (HR = 1.138, 95%CI [1.054,1.229]). The association remained significant even after adjusting for testosterone (HR = 1.263, 95%CI [1.059, 1.507]). On the other hand, quartiles of testosterone and estradiol did not exhibit any significant tendency toward ovulation. SHBG demonstrated predictive ability for ovulation, conception, pregnancy, and live birth (p < 0.05), and this correlation remained significant after adjusting intervention. Kaplan-Meier curves illustrated that increased levels of SHBG were a factor in high rates of ovulation, conception, and pregnancy. In comparison to other sexual hormones, a higher baseline level of SHBG was related to increased ovulation."
#9198,Effect of Time on Scleral Lens Settling and Change in Corneal Clearance,"SIGNIFICANCE: With the increase in the use of scleral contact lenses among practitioners, questions regarding lens settling are gradually gaining attention. This is because current studies support the notion that scleral lenses settle back over time. More research is needed to understand the exact cause and the factors that underpin such phenomenon. PURPOSE: The present study aims to assess the effect of time on topographic corneal clearance of three scleral contact lenses of varying sagittal depths. METHODS: Three scleral contact lenses were fitted to 20 subjects with previous diagnosis of keratoconus (n = 18) or pellucid marginal degeneration (n = 2). The fit was based on corneal sagittal height measured with the Visante optical coherence tomographer (OCT) at 15 mm along the horizontal meridian. To select an appropriate lens from the diagnostic lens set, values of 325 μm (lens 1), 375 μm (lens 2), and 425 μm (lens 3) were randomly added in sequence to the corneal sagittal height. Subjects wore each lens for 1 hour. Corneal clearance was measured at 10-minute intervals for 1 hour using a custom ultra-long OCT. To assess change in clearance, central point and two mid-peripheral points (+3 mm and -3 mm) along an 8-mm chord were measured by taking differences at each time point up to 1 hour. Measurements were repeated for the two other lenses. RESULTS: Mean central corneal clearance loss for all three lenses was 33.83 ± 48.40 μm. This was 26 ± 27 μm (13 ± 14 μm, +3 mm; 34 ± 37 μm, -3 mm), lens 1; 35 ± 59 μm (38 ± 61 μm, +3 mm; 52 ± 69 μm, -3 mm), lens 2; and 41 ± 54 μm (33 ± 26 μm, +3 mm; 52 ± 48 μm, -3 mm), lens 3, respectively. There was no significant difference (P = 0.06) at central and other locations for lens 1 (location and over time). There were significant differences for both lenses 2 and 3 (P < .001, P = .01, respectively) for all three locations and over time. CONCLUSIONS: There is a likelihood of clearance loss after 1 hour of lens wear. This varies between subjects, initial lens-fit relationship, and over time."
#9209,Advancing acupuncture research,"Since the early 1970s, acupuncture has been the subject of multiple animal experiments and randomized clinical trials. Our understanding of acupuncture from both the clinical and mechanistic perspectives has, as a result, grown tremendously. Yet the final word on acupuncture as a therapy remains mixed, largely due to the contradictory nature of the evidence. With some exception, what clinical conditions would benefit and how acupuncture physiologically operates remains unclear. The impediment to progress is found in three disjunctions in acupuncture research: (1) the biomedical need to standardize treatments creates uncertainty about whether we are studying acupuncture appropriately; (2) the variability in acupuncture styles creates ambiguity about whether we are studying the right style; and (3) the discrepancy between animal and human studies creates questions about whether we truly understand the underlying mechanism responsible for acupuncture's therapeutic effect. We propose that these disjunctions are best addressed with the use of ""manualized"" protocols in clinical trials that are linked with mechanistic studies. Through this approach, we can create a healthy dialogue between the medical and acupuncture communities and recognize the unique physiologic properties that may be found in each acupuncture style. To illustrate how this proposal may fundamentally change acupuncture research, we present diabetic neuropathy as a particularly interesting model because of its complex heterogeneous pathophysiology."
#9249,[Use of stimulation techniques in pain treatment],"Stimulation techniques (SB) include manipulation, acupuncture, acupressure, physiotherapy, transcutaneous electrical nerve stimulation, reflexotherapy, laser treatment and epidural stimulation technique. The purpose of this paper is to investigate the scientific evidence for these techniques. The Cochrane Library and Medline were searched for all techniques from 2000 to date. Only randomised controlled studies written in English were included. Search words were used, such as; acupuncture and neck pain, shoulder pain, etc. In total 587 papers were identified for the following diseases; headache, neck pain, shoulder pain, elbow pain, low back pain and knee pain. 415 papers were excluded, and the remaining 172 papers, a total of 20,431 patients, are the basis for this study. The effect of acupuncture and epidural stimulation technique is scientifically well-supported. For the remaining techniques, the scientific evidence is dubious."
#9267,The Effectiveness of Trigger Point Dry Needling for Musculoskeletal Conditions by Physical Therapists: A Systematic Review and Meta-analysis,"Study Design Systematic review and meta-analysis. Background An increasing number of physical therapists in the United States and throughout the world are using dry needling to treat musculoskeletal pain. Objective To examine the short- and long-term effectiveness of dry needling delivered by a physical therapist for any musculoskeletal pain condition. Methods Electronic databases were searched. Eligible randomized controlled trials included those with human subjects who had musculoskeletal conditions that were treated with dry needling performed by a physical therapist, compared with a control or other intervention. The overall quality of the evidence was assessed using the Grading of Recommendations Assessment, Development and Evaluation. Results The initial search returned 218 articles. After screening, 13 were included. Physiotherapy Evidence Database quality scale scores ranged from 4 to 9 (out of a maximum score of 10), with a median score of 7. Eight meta-analyses were performed. In the immediate to 12-week follow-up period, studies provided evidence that dry needling may decrease pain and increase pressure pain threshold when compared to control/sham or other treatment. At 6 to 12 months, dry needling was favored for decreasing pain, but the treatment effect was not statistically significant. Dry needling, when compared to control/sham treatment, provides a statistically significant effect on functional outcomes, but not when compared to other treatments. Conclusion Very low-quality to moderate-quality evidence suggests that dry needling performed by physical therapists is more effective than no treatment, sham dry needling, and other treatments for reducing pain and improving pressure pain threshold in patients presenting with musculoskeletal pain in the immediate to 12-week follow-up period. Low-quality evidence suggests superior outcomes with dry needling for functional outcomes when compared to no treatment or sham needling. However, no difference in functional outcomes exists when compared to other physical therapy treatments. Evidence of long-term benefit of dry needling is currently lacking. Level of Evidence Therapy, level 1a. J Orthop Sports Phys Ther 2017;47(3):133-149. Epub 3 Feb 2017. doi:10.2519/jospt.2017.7096."
#9271,Addition of choice of complementary therapies to usual care for acute low back pain: a randomized controlled trial,"STUDY DESIGN: A randomized controlled trial. OBJECTIVE: To investigate the effectiveness and cost of usual care plus patient choice of acupuncture, chiropractic, or massage therapy (choice) compared with usual care alone in patients with acute low back pain (LBP). SUMMARY OF BACKGROUND DATA: Few studies have evaluated care models with facilitated access to and financial coverage for adjunctive complementary and alternative medicine therapies. METHODS: A total of 444 patients with acute LBP (<21 days) were recruited from 4 clinical sites and randomized into 2 groups: usual care or choice. Outcomes included symptoms (bothersomeness), functional status (Roland), and satisfaction between baseline and 5 weeks, and cost of medical care in the 12 weeks after randomization. RESULTS: After 5 weeks, providing patients with a choice did not yield clinically important reductions in symptoms (median -4, [interquartile range -7, -2] for usual care, and -5 [-7, -3] for choice; P = 0.002) or improvements in functional status (-8 [-13, -2] for usual care, and -9 [-15, -4] for choice; P = 0.15). Although there was a significantly greater satisfaction with care in the choice group, this came at a net increase in costs of 244 dollars per patient. This consisted of a 99 dollars reduction in the average cost to the insurer for medical care but an additional cost of 343 dollars, for an average of 6.0 complementary and alternative medicine treatments per patient. CONCLUSIONS: A model of care that offered access to a choice of complementary and alternative medicine therapies for acute LBP did not result in clinically significant improvements in symptom relief or functional restoration. This model was associated with greater patient satisfaction but increased total costs. Future evaluations of this choice model should focus on patients with chronic conditions (including chronic back pain) for which conventional medical care is often costly and of limited benefit."
#9301,Short-term acupuncture therapy is of no benefit in patients with moderate persistent asthma,"STUDY OBJECTIVES: Acupuncture traditionally has been used to treat asthma. Nevertheless, only a few controlled studies have been performed to determine the efficacy of this treatment. Our study aimed to determine the efficacy of acupuncture in patients with moderate persistent asthma. METHODS: Twenty-three patients with moderate persistent asthma who had been treated only with inhaled beta(2)-agonists were randomly assigned to receive four sessions of real acupuncture (RA) or sham acupuncture (SA) in a blinded manner. After a washout period of 3 weeks, the patients were crossed over. Monitoring included FEV(1), methacholine challenge, daily peak flow (PF) variability, and the keeping of an asthma diary. RESULTS: Twenty of 23 patients completed the study. There was no significant change in FEV(1) following treatment. The mean (+/- SE) FEV(1) values before and after the RA were 73 +/- 4% and 73 +/- 3%, respectively (not significant [NS]). FEV(1) values before and after SA were 70 +/- 3% and 70 +/- 3%, respectively (NS). There was also no change in provocative methacholine concentration causing a 20% fall in FEV(1) (PC(20)) before and after treatment. The mean PC(20) values before and after RA were 0.92 +/- 0.42 mg/mL and 1.16 +/- 0.51 mg/mL, respectively (p = 0.71), while the PC(20) values before and after SA were 1.47 +/- 0.83 mg/mL and 1.11 +/- 0.79 mg/mL, respectively (p = 0.59). There was no change in the mean PF variability before and after the RA (1.6 +/- 3.1% and 1.8 +/- 2.3%, respectively [NS]). The PF variability before and after SA were 3.6 +/- 2.8% and 2.8 +/- 3.4%, respectively (NS). No significant difference was demonstrated for symptom scores or for the use of beta(2)-agonist inhalers (RA, 6.7 +/- 3.4; SA, 8.1 +/- 3.6; p = 0.58). CONCLUSION: In patients with moderate persistent asthma, a short course of acupuncture treatment resulted in no change in lung functions, bronchial hyperreactivity, or patient symptoms."
#9326,Assessment of non-pharmacological nursing strategies for pain management in tumor patients: a systematic review and meta-analysis,"SUMMARY BACKGROUND: Cancer is a multifactorial disease associated with intense pain and fatigue. Pain is the main discomfort experienced during cancer treatment, particularly as a major side effect of chemotherapy. OBJECTIVE: This study has aimed to investigate the effectiveness of non-pharmacological nursing strategies, including reflexology, aromatherapy, acupressure, massage therapy and acupuncture, in the management of cancer-associated pain. Moreover, it provides evidence-based recommendations for integrating these interventions into standard pain management protocols. SEARCH METHODOLOGY: We gathered data from three major online databases; PubMed, the Cochrane Library and Embase. For the analysis, we exclusively targeted randomized controlled trials (RCTs) assessing the effectiveness of non-pharmacological interventions in managing cancer-related pain. No language restrictions were applied, and pain was considered the primary outcome measure. RESULTS: Seventeen RCTs (n = 1,070) were included in this meta-analysis from 166 eligible studies. The pooled effect size demonstrated that all evaluated non-pharmacological nursing strategies, including aromatherapy, massage, reflexology, acupressure and acupuncture significantly reduced cancer-related pain compared to usual care (p < 0.001). Moreover, the reflexology and massage showed negligible heterogeneity among other interventions. CONCLUSION: This meta-analysis found the significant effectiveness of non-pharmacological nursing strategies, particularly reflexology and massage in reducing cancer-related pain. The findings support their integration into clinical practice, providing evidence-based recommendations for enhancing standard pain management protocols."
